host_response_time,room_type,host_response_rate,host_acceptance_rate,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_len,neighborhood_overview_len,host_verifications_len,has_wifi,has_pool,has_kitchen,has_washer,has_dryer,has_ac,has_self_checkin,has_workspace,has_pet_allowed,has_free_parking,desc_1,desc_2,desc_3,desc_4,desc_5,n_1,n_2,n_3,target
1.0,1,100.0,100.0,0.0,1.0,1.0,4,1,2,2,2,28,2,2,4,4,4,4,4,4,4,1,1,1,0,0,0.54,23,80.0,2,1,0,1,0,0,0,0,0,0,1,0.24294995523099394,-0.12582055576235218,-0.004941796825581851,-0.0299954711656672,-0.08805796027932011,0.41189026111192506,0.05711482083996809,-0.07067562909954198,2
3.0,2,100.0,100.0,0.0,1.0,1.0,4,1,6,6,1,1125,0,0,5,5,5,5,5,5,5,1,3,0,3,0,0.0,58,86.0,2,1,0,1,0,0,1,0,0,0,1,0.30797765732340104,-0.10763503839920174,-0.02970451256496724,0.013314905719336545,-0.0238401458182314,0.0705075834750411,-0.09817868376478495,0.012209188960341372,1
1.0,2,89.0,89.0,37.0,1.0,1.0,2,1,6,1,1,1125,4,4,4,1,2,1,4,4,2,1,35,3,32,0,0.71,12,0.0,4,1,1,0,1,1,1,0,0,0,1,0.06427312171066786,0.02802993566829466,0.09951359340828855,-0.054719118010519534,-0.023257278798734436,0.0,0.0,0.0,1
1.0,1,96.0,93.0,18.0,1.0,1.0,2,1,6,1,5,30,7,7,1,1,1,1,1,1,1,0,18,18,0,0,1.03,46,0.0,7,1,0,1,1,1,1,0,0,0,1,0.07368322052716102,0.0025751613743023104,0.08419780990368585,-0.04912860902626268,-0.036426309771735894,0.0,0.0,0.0,1
1.0,1,100.0,99.0,4.0,1.0,1.0,2,1,1,1,1,27,56,56,2,2,3,4,4,1,3,1,4,4,0,0,8.2,23,0.0,7,1,0,1,0,0,1,0,0,0,1,0.23003789085915216,-0.11877597572407213,0.0035296610512958386,-0.013570335189758472,-0.08310958223820285,0.0,0.0,0.0,0
1.0,1,100.0,88.0,2.0,1.0,1.0,8,2,4,5,3,28,9,9,4,4,3,4,4,4,3,0,1,1,0,0,1.31,50,517.0,6,1,0,1,0,1,0,0,0,0,1,0.22656059938845527,0.05657732327371685,0.014422722731654439,-0.07641691405438761,-0.0763974876201104,0.23115133303350913,-0.06557150933041644,-0.00876387983170068,2
1.0,1,100.0,100.0,1.0,1.0,1.0,8,2,3,4,4,1125,16,16,3,3,2,2,2,2,3,1,5,5,0,0,2.79,41,22.0,5,1,0,1,1,1,1,0,0,0,1,0.2631864930293113,-0.061976155117220426,-0.02837541474161452,0.012402733245377275,-0.12641190888056184,0.05452503291462618,-0.050262152962060394,-0.06990521504853377,0
1.0,1,100.0,100.0,0.0,1.0,1.0,8,3,4,5,7,28,0,0,5,5,5,5,5,5,5,1,3,3,0,0,0.0,38,42.0,3,1,1,1,1,1,1,0,0,0,1,0.1555184196672496,0.07085513607905417,0.0048379536770003,-0.03765522481341444,0.025583036513064747,0.14541783142287817,0.06863819631374657,0.03879404987765345,1
1.0,1,100.0,94.0,0.0,1.0,1.0,6,2,2,3,1,1125,16,16,1,1,1,1,1,1,1,1,1,1,0,0,2.36,33,124.0,3,1,0,1,1,1,1,0,0,0,1,0.32088172722995567,-0.07378264831831893,-0.03287796536848552,-0.007888744611002824,-0.08015006169662305,0.11984681275377285,-0.14109462896445676,-0.02282620045122244,1
1.0,1,100.0,95.0,38.0,1.0,1.0,5,2,2,3,1,365,10,10,1,1,1,4,1,2,2,0,32,32,0,0,1.45,29,64.0,7,1,1,1,1,1,1,0,0,0,1,0.26153184953819325,0.10047034552460767,0.027269652963167742,-0.00471261538637964,-0.051644016049738915,0.1956786820657124,-0.31503502550628415,0.05008205885362664,2
1.0,1,80.0,100.0,0.0,1.0,1.0,5,2,2,3,1,1125,7,7,3,2,2,2,4,4,3,0,1,1,0,0,1.08,19,0.0,2,1,1,1,1,1,1,0,0,0,1,0.1194357147461105,0.09430102501384977,0.061450895636214316,0.00362000881644395,0.007905811542472298,0.0,0.0,0.0,2
1.0,1,100.0,91.0,2.0,1.0,1.0,1,1,1,1,1,365,1,1,4,4,4,4,4,4,4,1,1,1,0,0,1.0,14,0.0,1,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,100.0,100.0,1.0,1.0,1.0,4,1,1,1,3,45,20,20,3,2,2,2,2,2,2,1,1,1,0,0,2.99,49,1000.0,7,1,1,1,1,1,1,0,0,0,1,0.2254542688556006,0.11640049102137726,-0.010217516057954963,0.009454944731331188,0.047678288228134365,0.268332326913713,-0.025665922916260967,-0.06564190425579301,2
1.0,1,99.0,92.0,79.0,1.0,1.0,8,2,3,4,2,30,13,13,1,1,2,4,1,1,1,1,72,72,0,0,1.93,59,254.0,9,1,0,1,1,1,1,0,0,0,1,0.31610099529080427,0.014573877778861077,-0.052312084144870694,0.12891680944171527,-0.04911921366351827,0.053040598521506645,-0.090081415720675,-0.0725974078776016,0
2.0,1,88.0,64.0,8.0,1.0,1.0,6,3,3,3,3,45,14,14,1,1,1,4,2,2,1,0,6,6,0,0,2.01,113,318.0,6,1,0,1,1,1,1,0,0,0,1,0.31399170298695783,-0.06358288499174226,-0.03405222707631254,-0.052618711554775835,-0.0889847323705066,0.12022507167637295,0.031038935371059496,-0.0316978250601221,0
1.0,1,100.0,88.0,0.0,1.0,0.0,6,1,2,3,1,1125,11,11,3,4,4,1,4,1,3,1,1,1,0,0,1.74,39,0.0,3,1,0,1,1,1,1,0,0,0,1,0.3355827897698386,-0.015945344506874935,0.02172472913201821,0.021649189732703196,-0.08228932221979961,0.0,0.0,0.0,1
1.0,1,99.0,95.0,13.0,1.0,1.0,10,3,5,5,4,1125,17,17,3,2,2,2,4,4,2,0,11,11,0,0,2.35,50,675.0,11,1,0,1,1,1,1,0,0,0,1,0.2669835583267051,0.020894561993856073,-0.046498377734649245,0.03624022990583401,-0.07639367831884233,0.4158365575642721,0.1463147878414334,-0.07691207256419788,2
2.0,1,100.0,82.0,3.0,1.0,1.0,10,3,4,5,4,1125,5,5,4,1,4,4,2,4,4,0,9,9,0,0,0.75,44,0.0,6,1,0,1,0,0,0,0,0,0,1,0.1476115596256766,0.11121602790506034,0.06250920101578548,-0.030129376316551534,-0.042334189836177406,0.0,0.0,0.0,2
1.0,1,100.0,100.0,6.0,1.0,1.0,6,1,2,3,1,29,21,21,3,2,3,4,3,4,4,1,8,8,0,0,3.41,20,0.0,9,1,0,1,1,1,1,0,0,0,1,0.08419720214903578,0.04386417752331322,0.07463516309106495,-0.014267758472483882,-0.02219410252833241,0.0,0.0,0.0,2
1.0,1,100.0,100.0,6.0,1.0,1.0,5,1,2,4,2,29,1,1,4,4,4,4,4,4,4,1,8,8,0,0,0.14,22,0.0,9,1,0,1,1,1,1,0,0,0,1,0.060006106830643106,0.024976237238943655,0.04657104815265588,-0.025366017482973846,-0.05226988931621791,0.0,0.0,0.0,2
3.0,1,100.0,100.0,0.0,1.0,1.0,3,1,1,1,7,365,0,0,5,5,5,5,5,5,5,1,1,1,0,0,0.0,41,0.0,5,1,0,1,1,0,1,0,0,0,1,0.23679213249166714,0.06887563562269242,0.04299079268929576,0.08770721062117305,0.020697824543966865,0.0,0.0,0.0,2
2.0,2,60.0,100.0,1.0,1.0,1.0,2,1,1,1,1,1125,1,1,4,4,4,4,4,4,4,0,1,0,1,0,0.81,49,0.0,5,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1,99.0,99.0,2.0,1.0,1.0,4,2,2,2,3,365,4,4,2,2,1,1,4,4,2,1,24,24,0,0,0.58,118,1000.0,4,1,0,1,1,1,1,0,0,0,1,0.25400110926926533,0.00858940617814883,0.03017629322409161,-0.07481144023650349,-0.029718505263226964,0.18448061863991108,-0.005143480388655305,-0.04450099812951949,2
1.0,1,100.0,100.0,3.0,1.0,0.0,2,1,6,1,14,1125,3,3,4,4,4,4,4,4,2,1,4,4,0,0,0.49,50,310.0,3,1,1,1,1,1,1,0,0,0,1,0.18408472080665722,-0.00843101512857281,0.012029199768237334,-0.03164902258372081,-0.02247330164237855,0.07015407060957933,-0.10111419239731233,-0.03887145470693375,2
2.0,1,100.0,54.0,15.0,1.0,1.0,8,2,3,3,7,1125,1,1,4,1,1,1,4,4,1,0,8,8,0,0,0.21,50,0.0,7,1,0,1,1,1,1,0,0,0,1,0.25523688147146,0.07274527042556952,-0.00666456864663562,0.025917186239337996,-0.05037802219600253,0.0,0.0,0.0,2
5.0,1,0.0,100.0,0.0,1.0,1.0,8,2,2,4,7,7,1,1,1,1,4,4,4,1,1,1,1,1,0,0,0.15,46,0.0,5,1,1,1,1,1,1,0,0,0,1,0.15816223587055167,-0.07590740788893778,-0.05103809686101782,-0.10817683307561324,0.04444637123234399,0.0,0.0,0.0,0
2.0,1,100.0,0.0,0.0,1.0,1.0,4,2,2,2,30,1125,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,35,0.0,9,1,1,1,1,1,1,0,0,0,1,0.14584815764774303,0.07338471693938094,0.05232358271399608,-0.07312052719411738,0.060663918126532476,0.0,0.0,0.0,1
1.0,1,100.0,97.0,5.0,1.0,1.0,6,2,2,3,3,28,4,4,4,4,4,4,4,4,4,0,1,1,0,0,3.16,51,842.0,6,1,0,1,1,1,1,0,0,0,1,0.2950279131231624,-0.056776852320726455,-0.04191403252436978,-0.013674013094777882,-0.012886068105385905,0.4365136528077369,0.3446938188716733,0.08041477785652039,1
1.0,1,100.0,99.0,1.0,1.0,1.0,2,1,6,1,1,25,18,18,2,2,2,2,2,1,2,1,2,2,0,0,2.62,49,302.0,5,1,0,1,0,0,1,0,0,0,1,0.211383644049153,-0.0464374421409532,0.05407989070589262,-0.09134513019970662,-0.08531043890077107,0.06308264244466671,-0.09759002300259637,0.001573081498169689,1
1.0,1,100.0,100.0,0.0,1.0,1.0,6,2,2,2,2,10,7,7,4,4,4,4,4,4,3,0,1,1,0,0,1.01,49,264.0,9,1,0,1,1,1,1,0,0,0,1,0.27926959852144895,-0.04588346407551801,-0.023374199014926444,0.02157302177080558,-0.08068857493757049,0.5131251823651658,0.13373385744309554,-0.042062140876573124,0
3.0,1,100.0,100.0,1.0,1.0,1.0,3,1,1,3,30,1125,4,4,2,2,2,1,1,1,4,0,1,1,0,0,0.62,37,0.0,3,1,0,1,1,1,1,0,0,0,1,0.1488370453952563,-0.03559873757296829,0.055688451312840746,-0.0390665007627364,-0.061116008142816175,0.0,0.0,0.0,1
1.0,1,100.0,92.0,6.0,1.0,1.0,6,2,3,3,15,180,1,1,4,4,4,4,4,4,4,0,2,1,1,0,0.52,40,51.0,7,1,0,1,0,0,0,0,0,0,1,0.08169037249852718,0.002790985467083745,0.05986828473784291,-0.09106878294234565,-0.09470600653239072,0.05604401372205632,-0.0956449201457183,-0.07487151196815581,2
2.0,1,100.0,89.0,1.0,1.0,0.0,8,2,3,5,6,1125,0,0,5,5,5,5,5,5,5,1,2,2,0,0,0.0,50,0.0,5,1,1,1,1,1,1,0,0,0,1,0.5082431574963551,-0.1378580573602736,-0.09568551710288317,-0.004277774603980579,0.01734710426140634,0.0,0.0,0.0,1
5.0,1,0.0,0.0,41.0,1.0,1.0,5,2,2,3,1,60,13,13,1,1,1,1,1,1,1,1,28,28,0,0,2.2,43,366.0,6,1,0,1,1,1,1,0,0,0,1,0.4479489728823075,-0.16857284926865895,-0.11284842935236541,0.012867578225244225,-0.07936607178109444,0.09138046841911128,-0.028200157266885,-0.024695750296204265,2
1.0,1,99.0,94.0,53.0,1.0,1.0,8,2,3,5,5,182,12,12,3,4,4,4,2,4,3,1,53,53,0,0,2.26,45,0.0,8,1,0,1,0,0,0,0,0,0,1,0.17561775791764342,0.05491923568824234,0.06553036493731164,-0.06977023366660824,-0.059801499855094004,0.0,0.0,0.0,2
1.0,1,100.0,94.0,0.0,1.0,1.0,10,2,4,5,2,1125,11,11,4,4,3,4,4,4,4,0,2,2,0,0,1.63,50,171.0,4,1,0,1,1,1,1,0,0,0,1,0.1705421521813821,-0.0006334029606558035,0.03115580368935212,-0.07873261776577364,-0.04938325295892654,0.07459204372862178,-0.10701553114868004,0.017876330291123683,1
1.0,1,99.0,100.0,28.0,1.0,1.0,4,1,6,2,1,365,126,126,1,1,1,1,1,1,1,1,21,21,0,0,18.09,45,212.0,3,1,1,1,1,1,1,0,0,0,1,0.24383379502876762,0.07109306803981101,0.05121752474227266,0.09699718435143038,-0.056018284451905466,0.10386380067602116,-0.13731600138174843,-0.04307347253747188,0
1.0,1,100.0,95.0,0.0,1.0,1.0,6,2,3,4,1,1125,19,19,3,4,3,4,4,2,4,0,1,1,0,0,2.92,44,791.0,6,1,0,1,0,1,1,0,0,0,1,0.2492555652195362,0.03724977680797232,-0.008558249785329137,-0.02337046351828769,-0.09823663576925674,0.3639689841295193,0.16504026554866966,-0.05608604475682481,2
1.0,1,100.0,89.0,2.0,1.0,0.0,6,2,3,3,5,1125,12,12,4,2,3,2,4,2,3,1,2,2,0,0,1.93,25,133.0,3,1,0,1,0,0,0,0,0,0,1,0.3711242059459083,-0.0449432139328751,-0.06373092406260328,-0.025443207602087896,-0.1597374882495243,0.33135782299927075,0.0020918679811804744,-0.009705094708013465,1
1.0,1,100.0,96.0,7.0,1.0,1.0,4,1,1,2,2,14,15,15,2,1,2,2,2,1,1,0,7,7,0,0,2.15,45,0.0,7,1,0,1,0,0,1,0,0,0,1,0.2890414160609483,-0.060918490250519736,-0.01804993821648653,0.0896837014142805,-0.08972863500405732,0.0,0.0,0.0,1
1.0,1,100.0,86.0,1.0,1.0,0.0,8,3,3,5,2,365,5,5,1,1,1,1,1,4,1,0,1,1,0,0,0.77,47,38.0,1,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.04902385569564163,-0.07103899176444022,-0.019672120108987275,1
2.0,1,100.0,33.0,0.0,1.0,1.0,6,1,2,3,2,1125,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,50,728.0,2,1,0,1,1,1,1,0,0,0,1,0.19315222918439784,0.11004720940225562,0.03886996939338841,0.048333629693191923,-0.06521208412858688,0.15554413641854267,-0.10285790570049064,0.011108148294394594,2
1.0,1,100.0,96.0,0.0,1.0,0.0,5,1,2,4,2,1125,8,8,4,4,4,4,4,1,4,0,7,7,0,0,1.58,50,344.0,2,1,0,1,1,1,1,0,0,0,1,0.4775623099660278,-0.09951286121891319,-0.10163968537268932,0.23776759846122006,-0.04972736509761768,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
1.0,1,100.0,96.0,0.0,1.0,0.0,3,1,1,2,2,1125,5,5,4,4,4,4,4,4,4,0,7,7,0,0,0.85,43,344.0,2,1,0,1,0,0,1,0,0,0,1,0.4688906063476366,-0.12842607314831564,-0.05915610362779225,0.162931237974687,-0.07705658807855949,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
5.0,1,0.0,100.0,16.0,1.0,1.0,5,1,1,2,1,8,19,19,1,2,2,1,1,3,2,1,16,15,1,0,2.73,40,97.0,6,1,0,1,0,0,1,0,0,0,1,0.24134570975510805,-0.112037430021698,0.0005332010791578923,-0.023578078311942117,-0.050518033227594045,0.03808955916336462,-0.057814228678197535,-0.019411958917801033,0
1.0,2,99.0,100.0,2.0,1.0,1.0,2,1,1,1,2,60,22,22,1,1,2,1,1,1,1,1,8,0,8,0,3.16,51,928.0,5,1,0,0,0,0,1,0,0,0,1,0.4517956964520018,-0.11464259410837235,-0.042667271697597736,0.07166822385837149,-0.009690662677348605,0.35591767811217373,0.03364615729848793,-0.04932198181001505,1
1.0,2,100.0,81.0,5.0,1.0,0.0,2,1,1,1,1,14,11,11,4,4,3,4,4,2,3,1,5,4,1,0,1.57,35,93.0,4,1,0,0,0,0,1,0,0,0,1,0.2795776266280964,-0.07034258515295791,-0.00961162600273455,0.028738849752348427,-0.0924828481635165,0.05000352783522108,-0.054783950265685326,0.04182071876252046,0
3.0,1,91.0,100.0,0.0,1.0,0.0,10,2,3,5,1,20,0,0,5,5,5,5,5,5,5,1,1,1,0,0,0.0,38,0.0,2,1,0,1,1,0,1,0,0,0,1,0.15912548558958522,0.0949761177573859,0.04093310192946842,-0.15370228246758402,-0.10559483252475473,0.0,0.0,0.0,2
1.0,1,100.0,96.0,0.0,1.0,0.0,3,1,1,2,2,1125,7,7,4,4,4,4,2,2,3,0,7,7,0,0,1.35,41,344.0,2,1,0,1,0,0,1,0,0,0,1,0.4337199194945846,-0.15116910820234652,-0.1002000989033333,0.14313303593420992,-0.06668782194784853,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
1.0,1,100.0,97.0,2.0,1.0,1.0,6,2,3,4,2,120,16,16,2,2,2,2,2,1,2,1,4,4,0,0,2.47,48,130.0,2,1,0,1,1,0,1,0,0,0,1,0.3950338508492212,-0.0757085397753964,-0.06550475914747694,-0.028248205510829873,-0.08301869800204847,0.04920157088874225,-0.07744630595928795,-0.04133267599010092,2
1.0,1,90.0,100.0,1.0,1.0,1.0,8,2,3,4,2,1125,11,11,1,1,2,2,4,2,2,1,1,1,0,0,1.63,49,46.0,2,1,0,1,1,1,1,0,0,0,1,0.22550042307936602,0.05995342296793925,0.007229199360534167,0.08571974418120164,0.020321170988317944,0.05928606633139354,-0.0580004134955311,-0.020681966987057432,1
1.0,1,100.0,96.0,0.0,1.0,0.0,2,1,1,1,1,365,6,6,4,4,4,4,4,4,4,0,7,7,0,0,1.29,40,344.0,2,1,0,1,1,0,1,0,0,0,1,0.4585727869663758,-0.16574512045611065,-0.09141275119401082,0.17315020089162347,-0.07060531431807583,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
1.0,2,100.0,100.0,2.0,1.0,1.0,4,1,1,2,3,1125,5,5,4,1,4,1,1,4,4,1,6,2,4,0,0.72,50,1000.0,2,1,0,1,1,1,1,0,0,0,1,0.1497573882050908,-0.04383811408759294,0.022860929096778004,-0.0413633051217983,-0.0067072302642491284,0.1490018058315613,-0.0467142477362962,-0.024436447543694555,0
1.0,1,100.0,96.0,0.0,1.0,0.0,2,1,1,1,1,365,5,5,4,1,4,4,4,1,2,0,7,7,0,0,1.55,50,344.0,2,1,0,0,1,0,1,0,0,0,1,0.3774703169189704,-0.10874272395563928,-0.04102256533046466,0.0935727784454712,-0.10404193368306659,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
1.0,1,99.0,100.0,28.0,1.0,1.0,4,1,6,2,1,365,211,211,1,1,1,1,1,1,1,1,21,21,0,0,30.29,49,212.0,3,1,1,0,1,1,1,0,0,0,1,0.22675515947340746,0.042513955388731504,0.07618831473175779,0.05219512820214768,-0.05246751946289079,0.10386380067602116,-0.13731600138174843,-0.04307347253747188,0
1.0,1,98.0,99.0,18.0,1.0,1.0,4,1,1,2,1,365,2,2,4,4,1,1,4,4,1,1,18,18,0,0,0.31,55,560.0,6,1,1,1,1,1,1,0,0,0,1,0.23435350889408593,-0.1065424607173451,-0.037686652102165534,0.0037170087948412496,-0.012520312304391969,0.3560975420325089,0.122701068535939,-0.038215361410016066,2
1.0,1,100.0,96.0,0.0,1.0,0.0,4,1,1,2,2,365,6,6,2,2,2,4,1,1,1,0,7,7,0,0,1.07,50,344.0,2,1,0,1,1,1,1,0,0,0,1,0.4355907712579944,-0.1757318328292903,-0.08330109929210842,0.21143180842160972,-0.02012769062823995,0.4404818526014291,0.22781414156442303,0.010562031929540958,2
1.0,1,100.0,100.0,7.0,1.0,1.0,7,2,3,4,2,60,19,19,2,3,4,4,1,4,3,1,3,3,0,0,2.91,50,84.0,8,1,0,1,1,1,1,0,0,0,1,0.24117088562020908,0.01792256597017104,0.06668186113434083,-0.008525088929625889,-0.08034704050423729,0.0669849420395184,-0.13340207068397675,0.020568349868112405,2
1.0,1,98.0,99.0,985.0,1.0,1.0,4,1,1,2,1,365,3,3,1,1,2,1,1,4,1,1,16,16,0,0,0.62,79,0.0,4,1,1,1,0,0,1,0,0,0,1,0.23971947366390697,-0.0329848453915763,0.010306932387054081,-0.13054670565430598,-0.020429291416153326,0.0,0.0,0.0,2
1.0,1,82.0,38.0,1.0,1.0,1.0,2,1,1,1,3,1125,3,3,2,4,4,4,4,1,2,0,1,1,0,0,0.51,53,84.0,1,1,0,1,0,0,1,0,0,0,1,0.2808526881460012,-0.052435767375851726,-0.006507320031018155,0.10903800075274384,-0.06879207398780685,0.18731639298158942,-0.09123970403044604,0.0649834158277432,2
1.0,1,100.0,100.0,0.0,1.0,0.0,10,2,4,5,5,1125,18,18,3,2,4,2,2,1,3,1,4,4,0,0,2.77,48,336.0,2,1,0,1,0,0,0,0,0,0,1,0.32034377850298357,0.08911013908696369,-0.016992385565089373,0.11950098893476345,-0.05481043027504585,0.13427262357435776,-0.016874494139046615,-0.025885267862463576,0
4.0,1,0.0,37.0,1.0,1.0,1.0,4,1,2,2,3,1125,7,7,4,4,4,1,4,4,4,0,1,1,0,0,1.17,29,101.0,7,1,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.32736485121344167,0.04107223065637773,-0.10338135426220153,1
1.0,1,100.0,100.0,0.0,1.0,0.0,3,1,1,2,3,365,14,14,3,4,4,4,2,4,4,1,1,1,0,0,2.75,44,46.0,2,1,0,1,1,0,1,0,0,0,1,0.1620104863949081,0.057368738470880566,0.15171439798960054,-0.1071248747990999,-0.045177013822365886,0.01842935686415609,-0.03440731589493982,-0.00889972853428403,0
1.0,1,98.0,99.0,985.0,1.0,1.0,2,1,1,1,2,365,11,11,1,3,2,1,1,4,1,1,16,16,0,0,1.59,79,0.0,4,1,1,0,1,1,1,0,0,0,1,0.24060077695308774,-0.01719001131398915,0.03838284804638706,-0.12725556834659177,0.004958101390541886,0.0,0.0,0.0,2
3.0,1,70.0,40.0,0.0,1.0,1.0,3,1,1,1,6,14,1,1,1,4,1,4,4,4,1,0,1,1,0,0,1.0,16,95.0,2,1,0,1,0,0,0,0,0,0,1,0.2296422474738156,-0.08512063871622863,0.03411722830832419,-0.020181319972197683,0.009103867904488918,0.07907294447303825,-0.09065413254070954,0.0380105255377298,0
1.0,1,100.0,92.0,0.0,1.0,0.0,9,3,3,5,5,1125,22,22,4,3,4,4,4,2,3,0,1,1,0,0,3.53,49,324.0,2,0,0,1,1,1,1,0,0,0,1,0.19625081820569082,0.0861618919701684,0.034783860540657484,-0.025526244475655956,-0.08683925070158732,0.06722154745117599,-0.05974046358457857,-0.025167582273874972,1
1.0,1,100.0,95.0,38.0,1.0,1.0,3,1,1,2,1,365,6,6,2,4,2,4,4,4,2,1,32,32,0,0,0.89,16,0.0,7,1,1,1,1,1,1,0,0,0,1,0.15666770688360265,0.04170827953083042,0.024539262328022202,-0.019618573693893318,-0.05250814483527618,0.0,0.0,0.0,1
2.0,1,70.0,67.0,5.0,1.0,1.0,4,1,6,2,7,31,0,0,5,5,5,5,5,5,5,0,4,4,0,0,0.0,33,0.0,3,1,1,0,0,0,1,0,0,0,1,0.4625799434116225,-0.2915312323417015,-0.16543959242242656,0.07718721840545317,-0.02768417309217985,0.0,0.0,0.0,1
2.0,2,100.0,91.0,4.0,1.0,1.0,2,1,1,1,1,365,16,16,1,1,1,1,1,1,1,0,2,0,2,0,2.27,10,18.0,6,1,0,1,0,0,1,0,0,0,1,0.23940627439292037,-0.043339934518346855,-0.04619446484515726,0.005835023509239027,-0.07447579149387802,0.03467737777360435,-0.06394917687582921,-0.06356013787298967,2
1.0,1,90.0,96.0,1.0,1.0,1.0,4,2,2,3,2,14,6,6,1,1,4,4,4,1,1,1,1,1,0,0,0.87,22,0.0,3,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1,100.0,99.0,21.0,1.0,1.0,4,2,2,2,3,28,27,27,4,3,3,4,4,2,4,1,15,15,0,0,3.93,12,0.0,4,1,0,1,1,1,1,0,0,0,1,0.19897253591747435,0.0812861998841511,-0.007972879344930505,-0.061142910399099366,0.020825633634598127,0.0,0.0,0.0,0
1.0,1,99.0,96.0,157.0,1.0,1.0,8,2,3,5,2,1125,0,0,5,5,5,5,5,5,5,0,152,152,0,0,0.0,50,0.0,10,1,1,1,1,1,1,0,0,0,1,0.10745536781875585,0.09419038821479261,0.04941541553328346,-0.0345201541679632,-0.0331737977501587,0.0,0.0,0.0,2
1.0,1,100.0,99.0,21.0,1.0,1.0,4,2,2,2,3,28,28,28,2,2,3,1,1,2,3,1,15,15,0,0,4.04,11,0.0,4,1,0,1,1,1,1,0,0,0,1,0.21363404093815663,0.08712067265630857,0.006268289351600385,-0.06143595873272752,0.020421732406406202,0.0,0.0,0.0,0
1.0,1,100.0,99.0,21.0,1.0,1.0,4,1,1,2,3,28,17,17,3,2,3,4,2,2,3,1,15,15,0,0,2.45,17,0.0,4,1,0,1,1,1,1,0,0,0,1,0.1856692277563888,0.0673449352802626,-0.01379605271186861,-0.0225995609487903,0.02464340346423503,0.0,0.0,0.0,0
1.0,1,100.0,100.0,2.0,1.0,1.0,2,1,6,1,2,2,14,14,3,3,1,4,4,4,3,1,6,2,4,0,2.16,45,1000.0,2,1,0,1,1,1,1,0,0,0,1,0.06898750925025743,0.0277821742132525,0.04937065334457753,-0.0707312655899659,0.0013710271620708445,0.1490018058315613,-0.0467142477362962,-0.024436447543694555,2
1.0,1,99.0,97.0,37.0,1.0,1.0,6,1,2,3,1,28,6,6,2,2,1,4,4,1,3,0,35,5,23,7,1.42,49,26.0,6,1,0,1,0,0,0,0,0,0,1,0.40408943665219105,-0.10723588868190068,-0.046710096966344865,0.15737539331234723,0.0010158724731431602,0.05275562114531111,-0.10905870699717479,-0.06831684825680762,0
5.0,1,0.0,0.0,0.0,0.0,0.0,8,2,4,5,3,30,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,50,0.0,2,1,0,1,1,0,1,0,0,0,1,0.10525375865102753,0.03198441153872354,0.09645892756887593,-0.09154593138425848,-0.06385879865514718,0.0,0.0,0.0,0
1.0,1,100.0,100.0,1.0,1.0,1.0,5,1,2,3,2,1125,11,11,1,1,1,1,2,1,1,1,1,1,0,0,1.7,47,379.0,2,1,0,1,0,0,0,0,0,0,1,0.24663369655713863,0.01806196316049298,0.029035162207127957,0.04871819162907336,-0.08229695995867764,0.2146222814092336,0.007090314901883863,-0.06123826788685744,1
1.0,1,100.0,91.0,4.0,1.0,1.0,4,1,1,2,2,1125,9,9,1,1,2,1,2,1,1,0,2,2,0,0,1.78,47,1000.0,6,1,0,1,0,0,0,0,0,0,1,0.277127878767484,-0.007797273473615304,0.055883921621682105,-0.010181058536166885,0.002824248040287855,0.30622370608810534,-0.0612265094023589,-0.04165178717922239,2
1.0,1,99.0,100.0,21.0,1.0,1.0,2,1,1,1,30,180,2,2,4,4,4,4,4,4,4,0,15,15,0,0,0.5,61,521.0,5,1,0,1,1,0,1,0,0,0,1,0.28686446843070873,-0.03295243396776185,-0.06165059646669729,0.07593111978276765,0.0017719627619309742,0.17287846477984217,-0.07009464032355504,-0.03742834293241012,0
