host_response_time,room_type,host_response_rate,host_acceptance_rate,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_len,neighborhood_overview_len,host_verifications_len,has_wifi,has_pool,has_kitchen,has_washer,has_dryer,has_ac,has_self_checkin,has_workspace,has_pet_allowed,has_free_parking,desc_1,desc_2,desc_3,desc_4,desc_5,n_1,n_2,n_3,target
5.0,1,0.0,0.0,1.0,1.0,0.0,6,2,2,4,10,1125,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,41,703.0,3,1,0,1,1,1,1,0,0,0,1,0.31280956747925637,0.18775755043861414,0.029246498601263354,0.24261028552728478,0.07601789602128593,0.1760036329800009,-0.22895405099366778,-0.03278318848957508,2
1.0,1,100.0,95.0,2.0,1.0,1.0,2,1,1,1,3,1125,130,36,1,1,1,1,1,1,1,0,1,1,0,0,1.74,46,116.0,4,1,1,1,1,1,1,0,0,0,1,0.22779561035028567,-0.0807991760121924,0.01010594077787425,-0.013370023741140324,0.03235881292617165,0.07869244061889523,-0.11211815617054148,0.013765934228704767,2
1.0,1,100.0,97.0,2.0,1.0,1.0,5,2,1,2,6,1125,117,24,3,3,3,3,2,3,3,0,1,1,0,0,1.67,31,152.0,6,1,1,1,1,1,1,0,0,0,1,0.4599171826592667,-0.12187678421526556,-0.05112527074422495,0.06347672287090758,-0.031321380930627266,0.21595041495324038,0.04130507199367063,-0.06294673131098551,1
3.0,1,87.0,64.0,28.0,1.0,1.0,6,2,2,4,6,21,22,8,2,3,2,1,2,3,3,0,16,16,0,0,0.29,33,331.0,8,1,1,1,1,1,1,0,0,0,1,0.07232021096597599,-0.025431635809065326,-0.02316623529395065,0.020621929146835603,-0.0009746857428725943,0.012417912213366088,-0.01179526275519054,-0.0011814432443928245,1
1.0,1,100.0,99.0,5.0,1.0,1.0,4,2,1,2,3,1125,62,18,2,2,2,2,2,1,2,1,8,8,0,0,0.85,45,270.0,8,1,0,1,1,1,1,0,0,0,1,0.3405999512014012,0.002839818339320297,0.02167943522007059,0.04296414298287441,-0.02701689216507379,0.11680243884162438,-0.027037934558071068,0.015074354505964005,2
2.0,1,100.0,97.0,3.0,1.0,1.0,6,3,3,3,3,1125,211,40,2,2,1,1,1,1,2,0,1,1,0,0,2.83,47,52.0,8,1,1,1,1,1,1,0,0,0,1,0.2516135575166201,0.06079622330204125,0.06967267730161705,-0.0308619584888096,0.026424404524134658,0.11915342871053981,-0.14840207882634437,-0.05190502706418316,2
1.0,1,100.0,87.0,107.0,1.0,1.0,5,2,2,3,20,1125,0,0,5,5,5,5,5,5,5,0,50,50,0,0,0.0,34,0.0,5,1,0,1,1,1,1,0,0,0,1,0.3053478197065203,-0.018208991738117554,-0.034202407688518274,0.037674555963936186,0.034552973758983384,0.0,0.0,0.0,1
1.0,1,100.0,87.0,107.0,1.0,1.0,5,2,2,2,14,1125,0,0,5,5,5,5,5,5,5,0,50,50,0,0,0.0,34,0.0,5,1,1,1,1,1,1,0,0,0,1,0.2898665315098053,0.023831918547029957,-0.03111780444177824,0.07594764423766627,0.017484410806881515,0.0,0.0,0.0,1
1.0,1,100.0,100.0,2.0,1.0,0.0,4,1,1,3,7,30,157,36,2,3,3,2,2,2,2,1,2,2,0,0,2.11,26,154.0,4,1,1,1,1,1,1,0,0,0,1,0.34820184371355145,-0.06625889543894428,-0.05514219739863327,0.04724250826378495,0.006265016152494076,0.099265918514412,-0.14055121058113496,-0.03908477281773708,0
1.0,1,100.0,88.0,6.0,1.0,1.0,4,1,1,3,30,1125,44,1,1,2,1,2,1,1,1,0,6,6,0,0,0.6,48,110.0,7,1,1,1,1,1,1,0,0,0,1,0.455220246834476,-0.05270375567568958,-0.04912364669838488,0.18736694203137944,0.0013847138632605634,0.23780912469544943,-0.051390238464717616,-0.05819125979688201,1
3.0,1,95.0,32.0,18.0,1.0,1.0,6,2,3,3,4,1125,101,14,2,2,2,3,2,1,2,0,18,18,0,0,1.37,35,461.0,4,1,1,1,1,1,1,0,0,0,1,0.24077737474296454,0.11926514327195956,0.004936841631672097,0.0014425354852889488,-0.10985576627230029,0.14396981916917928,-0.14760375558079625,0.035259322391352384,2
1.0,2,100.0,100.0,3.0,1.0,1.0,2,2,1,1,3,1125,110,18,2,2,3,2,2,1,3,0,2,0,2,0,1.47,49,170.0,4,1,0,1,0,0,1,0,0,0,1,0.3351246544916021,-0.037809268086829155,-0.053664830637682556,0.008737854417510307,-0.11062289706348186,0.13825039315036844,-0.1906991692488739,-0.01627546682003358,1
2.0,1,100.0,100.0,1.0,1.0,1.0,4,1,1,1,2,1125,14,11,1,1,1,1,1,1,1,1,1,1,0,0,0.21,31,146.0,3,1,1,1,1,1,1,0,0,0,1,0.2170489660966242,0.02317090058910642,0.0638733309217716,-0.042552237674319544,-0.0028341050646588013,0.06959797057483445,-0.09598219178576287,-0.03796495134852824,2
1.0,1,100.0,58.0,1.0,1.0,1.0,8,2,4,4,4,90,78,4,2,2,3,2,2,1,2,0,1,1,0,0,1.05,50,196.0,5,1,0,1,0,0,0,0,0,0,1,0.4376861183456294,-0.05607853576548252,-0.09361139407209983,0.1254685859587334,-0.0017003161103764646,0.16349331775235043,-0.1195612255845493,0.0074985085299703385,1
1.0,1,100.0,97.0,4.0,1.0,0.0,6,2,2,3,5,600,43,18,3,3,3,2,3,1,2,1,3,3,0,0,0.68,38,594.0,4,1,0,1,0,0,0,0,0,0,1,0.33542653430820046,-0.09607616722484481,-0.08563745699003844,0.016506733816980628,-0.044477977971610835,0.4964698399564203,0.1285729268752402,-0.0943916445287109,0
1.0,2,100.0,44.0,2.0,1.0,1.0,2,1,1,1,3,1125,67,6,2,2,3,2,2,1,2,0,2,0,2,0,0.91,48,0.0,4,0,0,0,0,0,1,0,0,0,1,0.4696684394700386,-0.2356329019978142,-0.10454821545655167,0.13509038354431646,-0.016052211859722502,0.0,0.0,0.0,2
1.0,1,100.0,100.0,0.0,1.0,1.0,4,1,1,2,2,30,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0.08,34,45.0,5,1,1,1,0,0,1,0,0,0,1,0.3075485104927813,-0.12322463660437993,-0.021940626247983357,0.0173495733873508,-0.011445401496399062,0.014624215754376545,-0.030599809004994233,-0.015582359845326191,2
5.0,1,0.0,0.0,3.0,1.0,0.0,4,1,1,3,4,90,115,1,3,3,3,2,3,2,3,0,3,3,0,0,1.54,28,144.0,3,1,0,1,1,1,1,0,0,0,1,0.31752801621236587,-0.04265424610954615,-0.010409757908008762,0.11150911838445843,-0.06746067052011259,0.0708377693191514,-0.09345851974709925,0.010263045870457494,2
2.0,1,100.0,81.0,2.0,1.0,1.0,3,1,6,1,4,90,36,32,2,2,2,2,3,3,3,0,3,3,0,0,1.13,46,10.0,5,1,0,1,1,1,0,0,0,0,1,0.14447090439645294,0.11204312352739262,0.07508256891525379,0.11088653180451125,0.057478852906036694,0.21694331650145787,-0.21734242442807303,-0.006439114445366201,0
1.0,1,100.0,100.0,1.0,1.0,1.0,4,1,1,2,1,60,383,84,3,3,3,3,3,2,3,0,1,1,0,0,5.3,20,98.0,6,1,0,0,0,0,1,0,0,0,1,0.28148334533149394,-0.06857326720780219,-0.0033395016984900327,0.10497335648739975,-0.06533141177615968,0.08944118748798481,-0.1349093248340189,-0.004267413509613225,1
1.0,2,100.0,100.0,2.0,1.0,1.0,1,1,1,1,14,1125,26,5,4,3,3,3,4,4,3,0,2,0,2,0,0.35,41,230.0,3,1,1,1,1,1,1,0,0,0,1,0.46778594831738746,-0.19544549608550518,-0.12474123657362947,0.10917323693128644,-0.09485355486570389,0.05151530082135061,-0.058701379063684174,-0.044044955400170706,2
5.0,1,0.0,0.0,3.0,1.0,1.0,4,1,1,1,7,7,1,0,4,1,1,1,1,4,4,0,1,1,0,0,0.01,33,0.0,5,1,1,1,0,0,1,0,0,0,1,0.1971874565576862,0.15266605723122514,0.11349641017127536,-0.09474884287958152,0.007103080885564958,0.0,0.0,0.0,0
1.0,1,100.0,80.0,19.0,1.0,1.0,8,2,3,5,2,1125,38,0,1,1,1,1,2,1,2,0,19,19,0,0,0.55,50,91.0,5,1,1,1,1,1,1,0,0,0,1,0.3661920383357865,-0.08683898106966846,-0.03751099820942875,-0.004817380026727001,-0.10134830558214528,0.5733813440937269,0.13593942288874597,-0.06593898312092983,1
1.0,1,100.0,80.0,19.0,1.0,1.0,10,2,4,5,2,1125,63,0,1,1,1,1,1,1,1,0,19,19,0,0,0.85,33,204.0,5,1,1,1,1,1,1,0,0,0,1,0.3866941003917164,-0.10793820814377153,-0.043535652831961265,-0.026169305377986403,-0.10052512060870479,0.23295827759491444,-0.16172333566765798,-0.016986882700485727,1
1.0,1,100.0,88.0,13.0,1.0,1.0,10,3,5,5,7,1125,6,1,4,4,4,4,4,4,2,0,8,8,0,0,0.1,49,835.0,4,1,1,1,1,1,1,0,0,0,1,0.3045192945096507,0.14119713865908892,-0.03888794494487034,0.0842226717375255,-0.029846470714415648,0.09326554230336848,-0.11274820693074347,-0.04480359018134947,2
1.0,1,100.0,93.0,2.0,1.0,1.0,4,2,2,2,30,365,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,42,354.0,6,1,1,1,1,1,1,0,0,0,1,0.31799855010311456,0.021257164488766744,-0.03972071584528598,0.1159794591191027,0.004738282717995635,0.1132060552787758,-0.14864849953062334,-0.03940491318278109,2
2.0,1,100.0,82.0,2.0,1.0,1.0,2,1,1,1,3,7,62,6,4,4,4,4,4,3,4,0,2,2,0,0,0.87,50,1000.0,4,1,1,1,1,1,1,0,0,0,1,0.2319618229362614,-0.08893902728840049,-0.04844233081193265,-0.008076645261818621,-0.01938051483031506,0.286666894350256,-0.06054001959606893,-0.04387487668087774,2
3.0,1,100.0,0.0,1.0,1.0,1.0,6,2,2,3,3,1125,46,0,1,1,1,1,1,1,1,0,1,1,0,0,0.62,34,0.0,6,1,1,1,1,1,1,0,0,0,1,0.12875436314875993,-0.08140233490934595,-0.05446966681105614,0.014553416849730733,0.00011276802358543484,0.0,0.0,0.0,0
1.0,1,100.0,93.0,1.0,1.0,1.0,1,1,1,1,3,360,95,35,3,3,3,3,3,3,3,0,1,1,0,0,1.31,27,0.0,6,1,0,0,0,0,1,0,0,0,1,0.1254846573965979,0.019505871237019114,0.07470158656372812,-0.02473550288928649,-0.07314812571251988,0.0,0.0,0.0,2
2.0,2,100.0,87.0,1.0,1.0,0.0,2,1,6,1,1,5,49,13,2,2,2,2,2,3,2,0,1,0,1,0,0.68,46,411.0,4,1,0,0,0,0,1,0,0,0,1,0.22153863501803092,-0.031374892824970024,-0.007437981212302821,0.03878513674244879,-0.09214419160399148,0.08666936735853048,-0.1279685886521668,-0.04491641264323859,0
2.0,2,100.0,67.0,1.0,1.0,1.0,1,1,1,1,3,14,1,1,4,4,4,4,4,4,4,0,1,0,1,0,1.0,23,38.0,2,1,0,1,0,0,1,0,0,0,1,0.06301666713108933,-0.026760018319285712,0.07671661509081797,-0.021992639088238654,-0.021332386936724,0.041479421601514195,-0.06526410809416625,0.02041350691526584,2
1.0,1,100.0,100.0,3.0,1.0,1.0,4,2,2,3,4,1125,105,9,3,4,3,4,4,2,4,0,1,1,0,0,1.41,50,457.0,6,1,0,1,1,1,1,0,0,0,1,0.45864197018885783,-0.18982159174046834,-0.06260779992253533,0.013772633657978506,-0.08588670531678966,0.12179970492139035,-0.1321189175218207,0.009664937083949176,1
1.0,1,100.0,78.0,1.0,1.0,1.0,5,2,2,2,10,1125,19,4,2,1,2,1,1,2,1,1,1,1,0,0,0.37,50,124.0,5,1,0,1,1,1,1,0,0,0,1,0.34251202252395097,-0.09082597444551059,-0.07028977298941683,0.06374725001154835,-0.002418144385904334,0.07738110019167432,-0.09885625921555882,-0.022974187399749407,1
2.0,1,99.0,41.0,653.0,1.0,1.0,4,1,1,1,2,7,6,0,4,4,4,4,4,4,4,0,2,2,0,0,0.08,48,568.0,5,1,1,1,1,1,1,0,0,0,1,0.22092674815855473,-0.04345477700063294,-0.046617777459456,-0.10300534448442827,0.005850352711811484,0.07885444308895348,-0.038594685136767004,0.025897790433091403,0
1.0,2,100.0,100.0,3.0,1.0,1.0,3,1,1,2,3,90,93,0,2,2,3,2,2,1,2,0,2,1,1,0,1.25,43,39.0,6,1,1,1,0,0,1,0,0,0,1,0.38405430537714064,-0.09052644525107985,-0.06736541626503639,0.12613583713010132,-0.07273655021187382,0.04012296629773963,-0.07110126949945313,-0.053026291816098886,2
5.0,1,0.0,0.0,1.0,1.0,1.0,2,1,1,1,60,1125,14,0,1,1,2,1,1,1,1,0,1,1,0,0,0.19,50,207.0,5,1,0,1,1,1,1,0,0,0,1,0.1848031289694218,0.005862828688652155,0.02359080958486285,0.025715769286416463,-0.014178307143905583,0.043795650109089625,-0.04087918834349144,-0.02416014351465126,1
4.0,1,33.0,40.0,1.0,1.0,1.0,4,2,2,3,30,360,7,1,4,4,2,1,4,4,4,0,1,1,0,0,0.18,31,466.0,6,1,1,1,1,1,1,0,0,0,1,0.21074740497135283,-0.02303742894044729,0.03263334040771858,-0.026212559933191923,-0.0028520448048156444,0.2671974402939248,-0.1319555428983277,-0.0871819764425966,2
4.0,1,0.0,68.0,1.0,1.0,0.0,4,1,1,2,4,1125,127,9,2,2,2,1,2,2,2,0,1,1,0,0,1.77,32,237.0,3,1,1,1,1,1,1,0,0,0,1,0.27980054418893163,-0.08265327316454266,-0.003318489186683626,0.022506262056962614,-0.014278175540990565,0.09066676766848127,-0.10455116341351485,0.022478335747401663,1
2.0,1,95.0,71.0,17.0,1.0,1.0,5,2,2,4,3,14,18,17,2,3,3,1,1,2,2,0,1,1,0,0,0.24,34,401.0,7,1,1,1,1,1,1,0,0,0,1,0.19823335437614542,-0.0725031260792273,-0.07973583988090316,0.022929275726535914,0.0731350821008779,0.5002561486518594,0.23934248994004817,-0.12071289794530714,0
1.0,1,100.0,91.0,9.0,1.0,1.0,4,2,2,2,5,182,63,24,1,2,2,2,1,2,2,0,8,8,0,0,0.96,47,0.0,5,1,0,1,1,1,1,0,0,0,1,0.3131689579902538,-0.019827438269394124,-0.02459937679213934,0.08099602489985504,-0.011929294405379405,0.0,0.0,0.0,0
3.0,1,100.0,87.0,8.0,1.0,0.0,6,1,2,2,2,1125,152,38,3,3,3,3,2,2,2,0,7,7,0,0,2.09,25,1000.0,3,1,0,1,1,1,1,0,0,0,1,0.1982420092844256,-0.05885837882423613,-0.04199974883784485,-0.005910979262570074,-0.03534162206693238,0.1585557545747214,-0.047197085574790514,-0.023198370375897885,0
1.0,1,100.0,91.0,9.0,1.0,1.0,2,1,1,1,5,182,50,26,1,1,1,3,2,2,2,0,8,8,0,0,0.72,50,0.0,5,1,0,1,1,1,1,0,0,0,1,0.2997088658532349,-0.06528814131830155,0.02970147135379796,0.040279831231493646,-0.00043581646922609104,0.0,0.0,0.0,1
5.0,2,0.0,0.0,2.0,1.0,1.0,2,1,1,1,21,1125,14,0,2,4,3,4,2,2,4,0,1,0,1,0,0.19,35,27.0,8,1,0,1,0,0,1,0,0,0,1,0.1799049322298278,-0.012455023344322505,0.037954038025469664,-0.0074174026508527675,-0.036841449412857566,0.0025789638007802126,-0.004557567945042489,8.97854836095794e-05,1
1.0,1,100.0,80.0,2.0,1.0,1.0,10,3,4,3,2,15,12,2,2,1,2,2,2,1,2,0,1,1,0,0,0.16,41,381.0,6,1,1,1,1,1,1,0,0,0,1,0.27735154974607257,-0.08374000434002188,-0.0698356819621081,0.027873550821746387,-0.10972974228912222,0.31462742774169217,0.05036162370323241,-0.05813701094342074,0
1.0,1,100.0,94.0,3.0,1.0,0.0,4,1,2,2,1,365,60,15,3,3,3,2,2,2,4,0,3,3,0,0,0.81,49,105.0,3,1,0,1,1,1,1,0,0,0,1,0.2366958824178906,-0.02170373332393985,0.02244985740732185,-0.014622646600746714,-0.055428295369737306,0.0461960256052451,-0.05516557300183184,-0.010627220860042643,1
1.0,1,100.0,100.0,1.0,1.0,1.0,2,1,1,1,2,98,19,19,1,1,1,1,1,1,1,0,1,1,0,0,1.61,49,678.0,8,1,0,1,0,1,1,0,0,0,1,0.3868980460944623,-0.1647811802585534,-0.06972124682718867,-0.01857618475961972,-0.07534353476419473,0.6270530165227616,0.37773062555722214,-0.009716461682111426,1
1.0,2,100.0,96.0,2.0,1.0,1.0,6,2,2,3,4,1125,126,33,3,3,2,2,2,2,3,0,1,0,1,0,1.71,34,513.0,7,1,1,1,1,1,1,0,0,0,1,0.28557620261734273,0.14452523432669928,0.08382287473832978,0.006689797685631187,0.024812496624047366,0.13700040752398412,-0.16088318302419552,0.009113301581957944,0
5.0,1,0.0,100.0,1.0,1.0,0.0,2,1,1,1,60,364,2,0,4,4,4,4,4,4,4,0,1,1,0,0,0.03,37,88.0,3,0,1,1,1,1,1,0,0,0,1,0.38631482128090955,-0.10334826002465368,0.004737511331171107,0.0162131513165816,0.012316034223499443,0.07931174948424527,-0.10116723983264513,0.016938201412664302,0
1.0,1,100.0,87.0,107.0,1.0,1.0,8,4,4,4,30,1125,0,0,5,5,5,5,5,5,5,0,50,50,0,0,0.0,35,0.0,5,1,1,1,1,1,1,0,0,0,1,0.2578330772946411,0.02078544806860666,-0.019859778230514404,0.07065089061313652,-0.050630809738213975,0.0,0.0,0.0,1
1.0,1,100.0,90.0,27.0,1.0,1.0,16,4,5,5,3,1125,80,10,3,2,3,2,2,1,2,0,24,24,0,0,1.1,51,82.0,7,1,1,1,0,0,0,0,0,0,1,0.3647308097928135,-0.03043278251171256,-0.05834384275260132,0.030637298241273946,-0.08237305252493288,0.05355604898345426,-0.08498226313051647,-0.06433329858719766,2
3.0,1,87.0,64.0,28.0,1.0,1.0,6,1,2,3,6,21,22,15,3,3,3,1,3,4,4,0,16,16,0,0,0.32,32,331.0,8,1,1,1,1,1,1,0,0,0,1,0.09864704571019633,-0.040100014523553225,-0.03659138734297937,0.02585927330828697,-0.002614225425186115,0.012417912213366088,-0.01179526275519054,-0.0011814432443928245,1
3.0,2,100.0,0.0,3.0,1.0,1.0,2,1,1,1,2,1125,45,0,3,3,3,2,2,2,3,0,3,0,3,0,0.61,13,66.0,4,1,1,0,0,0,1,0,0,0,1,0.2549167464322227,-0.0246870672070791,-0.019610602042646932,0.164515943738166,-0.0527496124678563,0.10878963115882113,-0.15995176865870428,-0.010125759617923037,0
1.0,1,100.0,98.0,6.0,1.0,1.0,4,1,1,1,5,58,148,19,2,3,3,2,2,2,3,0,2,2,0,0,2.0,46,437.0,7,1,0,1,0,0,1,0,0,0,1,0.3490862142073735,-0.1038536668116429,-0.017805690528301527,0.08527831946441854,0.0023799155025378406,0.25187261688486645,-0.06586628661970576,-0.017552406339635413,0
4.0,1,0.0,0.0,1.0,1.0,1.0,5,1,1,4,7,1125,16,0,1,1,1,4,2,4,2,0,1,1,0,0,0.23,28,85.0,7,1,1,1,1,1,1,0,0,0,1,0.4092597046834078,-0.2509215266897791,-0.1479602668613901,0.09250355329591933,-0.029655221119180678,0.0023888407628037847,-0.0009321619095752696,-8.062003091909199e-05,2
1.0,1,98.0,100.0,25.0,1.0,1.0,10,2,4,5,2,365,75,14,1,1,1,1,1,1,1,1,23,23,0,0,1.04,11,756.0,6,1,1,1,1,1,1,0,0,0,1,0.1612323259801047,0.023714306089526495,0.0991912994467457,-0.10694933803115211,-0.05521300761501922,0.0953991586633558,-0.11493942369561914,-0.016457913546003112,2
1.0,1,98.0,100.0,25.0,1.0,1.0,10,3,3,5,2,365,91,13,2,2,2,1,1,1,3,1,23,23,0,0,1.26,16,1000.0,6,1,1,1,1,1,1,0,0,0,1,0.22930402558823273,0.07761694802132943,0.00914481100425297,-0.054574091669785524,-0.07368558796919332,0.22519005479128915,-0.14170935769677626,-0.015962917417654696,1
1.0,1,98.0,100.0,25.0,1.0,1.0,12,4,5,5,2,365,44,6,1,1,1,1,1,1,1,1,23,23,0,0,0.6,35,856.0,6,1,1,1,1,1,1,0,0,0,1,0.2175615548709716,0.08437701234530948,0.07971546759388157,-0.12083803172320425,-0.08823851629662886,0.1918655647463125,-0.1598967773774408,0.0012093753656668201,1
1.0,1,75.0,91.0,2.0,1.0,1.0,4,1,1,1,14,180,27,7,1,1,1,1,1,1,1,0,2,2,0,0,0.36,28,52.0,4,1,0,1,1,1,1,0,0,0,1,0.24612527899301903,-0.03161079836906216,0.02349575797763252,0.04228492577364209,-0.037469124099148675,0.05228938249531628,-0.10037812434070208,-0.0654000034194628,0
5.0,1,0.0,0.0,2.0,1.0,1.0,4,1,1,1,3,1125,1,0,4,4,1,1,4,4,1,1,1,1,0,0,0.04,26,234.0,7,1,1,1,1,1,1,0,0,0,1,0.3537551204384671,-0.03983905590813421,-0.03377876499687659,0.014975065018339631,-0.030084408751483716,0.04330152817986046,-0.0558399002930034,-0.04432769583819895,2
3.0,1,80.0,34.0,3.0,1.0,0.0,5,2,2,2,5,365,5,5,2,2,1,1,2,1,2,0,3,3,0,0,0.42,31,0.0,3,1,0,1,1,1,1,0,0,0,1,0.12281426377615995,0.11613656970852304,0.04797894555616659,-0.07295246083004846,-0.09681701624332444,0.0,0.0,0.0,2
3.0,1,80.0,34.0,3.0,1.0,0.0,6,2,3,3,6,365,2,1,4,4,4,4,1,4,4,0,3,3,0,0,0.04,32,0.0,3,1,1,1,1,1,1,0,0,0,1,0.12736518727701104,0.11600628189272164,0.03760843697670349,-0.08720207731188519,-0.10426201646556578,0.0,0.0,0.0,2
3.0,1,80.0,34.0,3.0,1.0,0.0,8,2,4,4,5,1125,7,5,2,4,4,4,4,2,1,0,3,3,0,0,0.19,32,0.0,3,1,1,1,1,1,1,0,0,0,1,0.11856098588525346,0.10372649366654053,0.03695335736862193,-0.08807078319667154,-0.09100798871598684,0.0,0.0,0.0,2
2.0,1,94.0,48.0,11.0,1.0,1.0,2,1,1,1,7,360,8,0,1,1,1,1,1,1,1,0,44,44,0,0,0.11,47,679.0,3,1,0,1,1,1,1,0,0,0,1,0.21571168909547583,0.05450031835064354,0.01914789225339246,0.12822006632898877,-0.028385980181580263,0.19122329114785142,-0.008071265316561223,-0.012644080758451859,2
3.0,1,80.0,78.0,2.0,1.0,1.0,8,2,3,5,3,30,10,7,4,2,1,4,4,2,3,0,2,2,0,0,0.22,49,0.0,3,1,1,1,1,1,1,0,0,0,1,0.06537259781832082,0.03003569154518413,0.04867538991143618,-0.07349031842699935,-0.08904648647057146,0.0,0.0,0.0,2
3.0,1,55.0,69.0,1.0,1.0,0.0,4,1,1,2,3,30,32,8,1,1,1,1,1,1,1,0,1,1,0,0,0.45,35,0.0,3,1,1,1,0,0,1,0,0,0,1,0.1073972437676195,-0.03837141126305609,0.00632658689060296,-0.014697233343142796,-0.01829596431706093,0.0,0.0,0.0,2
1.0,1,100.0,76.0,3.0,1.0,0.0,2,1,6,1,30,1125,7,6,1,1,1,1,1,4,1,0,3,3,0,0,0.1,35,0.0,3,1,0,1,1,1,1,0,0,0,1,0.32877627341423643,-0.034914240934694744,0.03321748183419809,0.05690603567030793,-0.02912843255332457,0.0,0.0,0.0,0
5.0,2,0.0,0.0,1.0,1.0,1.0,1,1,1,1,5,1125,12,0,2,3,2,4,4,4,3,0,1,0,1,0,0.16,30,0.0,6,1,1,1,1,1,0,0,0,0,1,0.05863493482625218,0.006121035495864431,0.05309088105318536,-0.0507528353670739,-0.026801632264852365,0.0,0.0,0.0,2
3.0,1,100.0,0.0,1.0,1.0,0.0,2,1,1,1,30,180,4,0,1,2,4,4,4,4,4,0,1,1,0,0,0.06,34,206.0,4,1,0,1,1,1,1,0,0,0,1,0.2730068233415826,-0.009042136996052,0.04057340383031237,-0.025786530118547667,-0.014200463236335283,0.020816378052500847,-0.029263367808742863,-0.013142942049929277,0
1.0,1,100.0,98.0,4.0,1.0,1.0,4,1,2,2,6,1125,76,18,2,2,2,2,2,2,2,1,4,4,0,0,1.03,50,498.0,7,1,0,1,1,1,1,0,0,0,1,0.08690027897926446,0.03362348809538719,0.05739669917119723,-0.052471611269431936,-0.010749133363649079,0.18250133673535726,-0.14093830339976526,-0.06624002722458153,2
1.0,1,100.0,91.0,2.0,1.0,0.0,4,1,1,2,4,90,21,7,3,3,2,4,4,4,4,0,2,2,0,0,0.36,48,615.0,3,1,0,1,0,0,1,0,0,0,1,0.21871528944926918,0.014009067723701593,0.017728317432165686,-0.08882302968857128,-0.08329699714563464,0.06515372722558947,-0.07855865618190097,-0.025415506039903196,0
1.0,1,100.0,87.0,3.0,1.0,1.0,6,3,3,4,6,1125,31,9,3,3,2,3,4,2,3,0,1,1,0,0,0.44,35,0.0,8,1,0,1,1,1,1,0,0,0,1,0.08846289311179681,0.08455024796840381,0.033098617714628215,0.01279845442756941,0.010005899323896247,0.0,0.0,0.0,0
2.0,1,100.0,71.0,1.0,1.0,1.0,7,3,3,4,5,28,47,5,3,3,4,3,3,2,3,0,1,1,0,0,0.66,35,1000.0,9,1,0,1,1,1,1,0,0,0,1,0.2535048326871978,0.06015389399889748,-0.03728153269791714,0.011498863666226768,-0.036970396884089964,0.29527721176834065,-0.07213782144088944,-0.02051593967516116,1
2.0,2,100.0,82.0,14.0,1.0,1.0,2,1,6,1,1,1125,23,3,3,2,3,2,4,1,2,0,18,12,6,0,0.32,49,470.0,6,1,1,1,0,0,1,0,0,0,1,0.3245758050636539,-0.11057711582853642,-0.05111113987159425,0.003388384553493654,0.011840266439698786,0.49929860000778364,0.2847471403391307,0.030674417247515004,0
3.0,1,50.0,100.0,0.0,1.0,1.0,4,2,2,4,30,365,0,0,5,5,5,5,5,5,5,0,2,1,1,0,0.0,39,162.0,5,1,0,1,1,1,1,0,0,0,1,0.10708811568223973,0.03436413163820397,0.06816568016380097,-0.06866532305580982,-0.008162837494430837,0.0974854566526187,-0.1418472893114938,-0.0038372082558426838,2
4.0,2,0.0,7.0,1.0,1.0,0.0,2,1,1,1,2,1125,12,0,2,2,1,4,4,2,1,0,1,0,1,0,0.16,31,0.0,3,0,1,0,1,1,1,0,0,0,1,0.1036514031631413,0.040693431452710115,0.06010000756331684,-0.0480780516071746,-0.044895230947680775,0.0,0.0,0.0,2
1.0,1,100.0,100.0,14.0,1.0,1.0,2,1,6,1,1,90,123,22,2,2,3,2,2,2,2,1,7,2,4,0,1.75,41,0.0,8,1,0,0,1,1,1,0,0,0,1,0.3033368093652842,-0.05904445168473724,0.03323151766251069,-0.0024080698538689535,-0.021878687759495804,0.0,0.0,0.0,2
1.0,2,100.0,100.0,14.0,1.0,1.0,4,1,1,2,2,90,107,6,2,2,3,2,2,2,3,1,7,2,4,0,1.48,46,0.0,8,1,0,1,1,1,1,0,0,0,1,0.3441738429418239,0.01664807357688913,0.07056365589524628,0.032534034263135905,-0.04682424714568789,0.0,0.0,0.0,2
1.0,1,100.0,100.0,14.0,1.0,1.0,4,2,1,2,2,120,123,24,3,2,2,2,2,2,2,1,7,2,4,0,1.72,47,43.0,8,1,0,1,1,1,1,0,0,0,1,0.28437285902653386,-0.019853541560966824,0.022465715123266325,-0.004993307024413933,0.017428173381583013,0.07291878749622964,-0.08891716933630131,-0.05239573682872457,2
2.0,1,100.0,100.0,1.0,1.0,1.0,5,2,2,5,8,60,14,2,1,1,1,2,2,1,1,0,1,1,0,0,0.19,42,405.0,5,1,1,1,1,1,1,0,0,0,1,0.27469675193089793,0.048410956691026755,0.03704942560458928,0.1335679130193425,0.010058910488947428,0.14811234319275246,-0.14743916957526415,-0.07032530365682131,0
